-1.79271,0.119659,19.0052,1,0,2.45858e-05,0
-1.79271,0.119659,19.0052,0.996197,0,-0.0871312,0
-1.74931,0.125106,18.759,0.996197,0,-0.0871312,0
-1.74931,0.125106,18.759,1,0,2.45869e-05,0
-1.74932,0.133927,18.509,1,0,2.45869e-05,0
-1.74932,0.133927,18.509,0.996193,0,0.0871802,0
-1.74932,0.133927,18.509,0.984803,0,0.173672,0
-1.74932,0.133927,18.509,0.965919,0,0.258843,0
-1.74932,0.133927,18.509,0.984804,0,0.173672,0
-1.74932,0.133927,18.509,0.96592,0,0.258843,0
-1.87433,0.150894,18.2925,0.96592,0,0.258843,0
-1.99934,0.167861,18.076,0.96592,0,0.258843,0
-1.99934,0.167861,18.076,0.939684,0,0.342043,0
-2.16005,0.18661,17.8845,0.939684,0,0.342043,0
-2.16005,0.18661,17.8845,0.906297,0,0.422641,0
-2.16005,0.18661,17.8845,0.866013,0,0.500021,0
-2.16005,0.18661,17.8845,0.906297,0,0.422641,0
-2.35157,0.206572,17.7238,0.906297,0,0.422641,0
-2.35157,0.206572,17.7238,0.939684,0,0.342043,0
-2.35157,0.206572,17.7238,0.906297,0,0.422641,0
-2.35157,0.206572,17.7238,0.866013,0,0.500021,0
-2.35157,0.206572,17.7238,0.906297,0,0.422641,0
-2.54309,0.226533,17.5632,0.906297,0,0.422641,0
-2.54309,0.226533,17.5632,0.939684,0,0.342043,0
-2.70379,0.245282,17.3717,0.939684,0,0.342043,0
-2.70379,0.245282,17.3717,0.906297,0,0.422641,0
-2.89531,0.265244,17.211,0.906297,0,0.422641,0
-3.08683,0.285206,17.0503,0.906297,0,0.422641,0
-3.27835,0.305167,16.8896,0.906297,0,0.422641,0
-3.27835,0.305167,16.8896,0.939684,0,0.342043,0
-3.27835,0.305167,16.8896,0.965919,0,0.258843,0
-3.40336,0.322134,16.6731,0.965919,0,0.258843,0
-3.40336,0.322134,16.6731,0.939684,0,0.342043,0
-3.40336,0.322134,16.6731,0.965919,0,0.258843,0
-3.52837,0.240393,16.4566,0.965919,0,0.258843,0
-3.52837,0.240393,16.4566,0.939684,0,0.342043,0
-3.52837,0.240393,16.4566,0.965919,0,0.258843,0
-3.65338,0.209919,16.2401,0.965919,0,0.258843,0
-3.65338,0.209919,16.2401,0.984804,0,0.173672,0
-3.7389,0.209919,16.0052,0.984804,0,0.173672,0
-3.7389,0.209919,16.0052,0.965919,0,0.258843,0
-3.7389,0.209919,16.0052,0.939684,0,0.342043,0
-3.7389,0.209919,16.0052,0.965919,0,0.258843,0
-3.86391,0.209919,15.7887,0.965919,0,0.258843,0
-3.86391,0.209919,15.7887,0.939684,0,0.342043,0
-4.02462,0.209919,15.5972,0.939684,0,0.342043,0
-4.02462,0.209919,15.5972,0.965919,0,0.258843,0
-4.14963,0.209919,15.3807,0.965919,0,0.258843,0
-4.14963,0.209919,15.3807,0.939684,0,0.342043,0
-4.14963,0.209919,15.3807,0.906297,0,0.422641,0